scenario,band,day,hour,threshold_m,pop_share,pop_share_node_alloc,residents_covered
declared,low,Thu,20,400,0.5536082238410237,0.5641411301249611,1096771
declared,low,Thu,21,100,0.04126885251654554,0.050299164519029736,81759
declared,low,Thu,21,200,0.16036712211981402,0.1701545248669722,317709
declared,low,Thu,21,300,0.3395091963160754,0.3502172692533091,672613
declared,low,Thu,21,400,0.5391578529099393,0.549040940074034,1068143
declared,low,Thu,22,100,0.04027340507727148,0.049364650466219594,79787
declared,low,Thu,22,200,0.15660995681540385,0.166785996949489,310265
declared,low,Thu,22,300,0.33194447971520613,0.34192320321913916,657626
declared,low,Thu,22,400,0.5284400391305546,0.5389059912531037,1046910
declared,low,Thu,23,100,0.03959540462622076,0.04867169729571548,78444
declared,low,Thu,23,200,0.15423860882845716,0.16443597777590876,305567
declared,low,Thu,23,300,0.3280136254271504,0.33819711562357424,649839
declared,low,Thu,23,400,0.5239076259390251,0.5348052241555172,1037931
declared,low,Fri,0,100,0.039351244268943625,0.04837684027352418,77960
declared,low,Fri,0,200,0.1532886687995202,0.16360377406271992,303685
declared,low,Fri,0,300,0.32555911485131656,0.33609752002445964,644976
declared,low,Fri,0,400,0.5202979262298931,0.5316504855619033,1030779
declared,low,Fri,1,100,0.038962092057193615,0.04771138361419461,77189
declared,low,Fri,1,200,0.1524985103301363,0.1627737380965853,302120
declared,low,Fri,1,300,0.32491762979596384,0.335368671307461,643705
declared,low,Fri,1,400,0.5196431404557758,0.5310016172932114,1029482
declared,low,Fri,2,100,0.038684964954608644,0.047343952557558834,76640
declared,low,Fri,2,200,0.15166188726331886,0.16186279419832642,300462
declared,low,Fri,2,300,0.323235101865,0.3335478305698049,640372
declared,low,Fri,2,400,0.5168131533918929,0.5281403863787191,1023875
declared,low,Fri,3,100,0.038684964954608644,0.047343952557558834,76640
declared,low,Fri,3,200,0.15166188726331886,0.16186279419832642,300462
declared,low,Fri,3,300,0.323235101865,0.3335478305698049,640372
declared,low,Fri,3,400,0.5168131533918929,0.5281403863787191,1023875
declared,low,Fri,4,100,0.039015332055322045,0.04794045451186713,77295
declared,low,Fri,4,200,0.15231165708608346,0.1626242463491163,301750
declared,low,Fri,4,300,0.32369368424417144,0.334074183137869,641280
declared,low,Fri,4,400,0.5173048448203964,0.5286567967531777,1024850
declared,low,Fri,5,100,0.039067517831074136,0.047998125975356035,77398
declared,low,Fri,5,200,0.1525041997587007,0.1628040598289351,302131
declared,low,Fri,5,300,0.32392937513300674,0.3343754502885362,641747
declared,low,Fri,5,400,0.5174431787082319,0.5287478150354524,1025124
declared,low,Fri,6,100,0.03957418990146713,0.04835801689718946,78402
declared,low,Fri,6,200,0.1544598309579675,0.16450512958352737,306005
declared,low,Fri,6,300,0.32717041138136277,0.33791510097699806,648168
declared,low,Fri,6,400,0.5212584671970939,0.5328348587093321,1032682
declared,low,Fri,7,100,0.04467276491233503,0.05406758283068126,88503
declared,low,Fri,7,200,0.17274244813196854,0.1841207746513337,342226
declared,low,Fri,7,300,0.36217820216463353,0.3737111726419652,717523
declared,low,Fri,7,400,0.5655766466319835,0.5769683906221375,1120482
declared,low,Fri,8,100,0.06074023974198124,0.07360096352197182,120334
declared,low,Fri,8,200,0.22938376287860748,0.2422814989724541,454440
declared,low,Fri,8,300,0.46098652247802724,0.47530694967995524,913275
declared,low,Fri,8,400,0.6847086661512212,0.6982133513886097,1356499
declared,low,Fri,9,100,0.07610738784405557,0.09303043674299451,150779
declared,low,Fri,9,200,0.27849527677593633,0.2925501070157145,551736
declared,low,Fri,9,300,0.5340735793729625,0.5460567626384736,1058071
declared,low,Fri,9,400,0.7532950078978625,0.7648194304727072,1492377
declared,low,Fri,10,100,0.391568098136094,0.46724360631674383,775748
declared,low,Fri,10,200,0.836273454036523,0.859750075962976,1656769
declared,low,Fri,10,300,0.9707798524055874,0.9737623761641995,1923244
declared,low,Fri,10,400,0.993208111391663,0.9927901918757491,1967677
declared,low,Fri,11,100,0.3915327180687147,0.46723084517435115,775678
declared,low,Fri,11,200,0.8361872403564777,0.8596568765128508,1656598
declared,low,Fri,11,300,0.9707414968636684,0.9737136432982021,1923168
declared,low,Fri,11,400,0.993208111391663,0.9927901918757491,1967677
declared,low,Fri,12,100,0.38876591465814614,0.4641235961247297,770197
declared,low,Fri,12,200,0.8349681727454863,0.8589176572946275,1654183
declared,low,Fri,12,300,0.9703249427645966,0.9736840332715768,1922342
declared,low,Fri,12,400,0.993200752336126,0.9927901918757491,1967662
declared,low,Fri,13,100,0.38897450393248056,0.4643241794543814,770610
declared,low,Fri,13,200,0.8342586961941465,0.8582404423427603,1652777
declared,low,Fri,13,300,0.9700622628749255,0.9733174350922366,1921822
declared,low,Fri,13,400,0.993200752336126,0.9927901918757491,1967662
declared,low,Fri,14,100,0.39113298098054416,0.4666897411240534,774886
declared,low,Fri,14,200,0.8359999896172134,0.8595857689511106,1656227
declared,low,Fri,14,300,0.9707798524055874,0.9737623761641995,1923244
declared,low,Fri,14,400,0.993208111391663,0.9927901918757491,1967677
declared,low,Fri,15,100,0.3910293718676912,0.4666159675309472,774681
declared,low,Fri,15,200,0.8356639164227356,0.8594008033845657,1655561
declared,low,Fri,15,300,0.9706233868164973,0.9737377144520807,1922934
declared,low,Fri,15,400,0.9931213832898128,0.9926668833151551,1967505
declared,low,Fri,16,100,0.38945800719905843,0.4650721456117636,771568
declared,low,Fri,16,200,0.8348142641962257,0.8584799984761764,1653878
declared,low,Fri,16,300,0.9705717590053657,0.9737370648795757,1922831
declared,low,Fri,16,400,0.9931213832898128,0.9926668833151551,1967505
declared,low,Fri,17,100,0.06416696435054683,0.07911428006300901,127123
declared,low,Fri,17,200,0.24057098566432977,0.2522190382271704,476603
declared,low,Fri,17,300,0.4773954697935164,0.48688355828537083,945784
declared,low,Fri,17,400,0.6941077492724791,0.7033043524654573,1375120
declared,low,Fri,18,100,0.05270745807956188,0.06504229375413115,104420
declared,low,Fri,18,200,0.20191729813364695,0.2119583516099414,400025
declared,low,Fri,18,300,0.4123306611826864,0.42321438241410925,816882
declared,low,Fri,18,400,0.6220116919581983,0.6315988871629301,1232288
declared,low,Fri,19,100,0.04474100910699409,0.054466773140181696,88638
declared,low,Fri,19,200,0.17271559625594693,0.18265476679601592,342173
declared,low,Fri,19,300,0.3628748768407426,0.37418953959226264,718903
declared,low,Fri,19,400,0.5684389684678328,0.5803619266902096,1126153
declared,low,Fri,20,100,0.04320414308686958,0.05301433325564715,85593
declared,low,Fri,20,200,0.16688594793495876,0.17708658285297657,330623
declared,low,Fri,20,300,0.35211063693194583,0.3626109822116371,697578
declared,low,Fri,20,400,0.5535945094652762,0.5641411301249611,1096744
declared,low,Fri,21,100,0.041236879958838325,0.05026916109258269,81696
declared,low,Fri,21,200,0.1602182507317818,0.16997455032581513,317414
declared,low,Fri,21,300,0.33939858183718147,0.35011867553840226,672394
declared,low,Fri,21,400,0.5391158783325162,0.549040940074034,1068060
declared,low,Fri,22,100,0.04027340507727148,0.049364650466219594,79787
declared,low,Fri,22,200,0.15660995681540385,0.166785996949489,310265
declared,low,Fri,22,300,0.33194447971520613,0.34192320321913916,657626
declared,low,Fri,22,400,0.5284400391305546,0.5389059912531037,1046910
declared,low,Fri,23,100,0.03959540462622076,0.04867169729571548,78444
declared,low,Fri,23,200,0.15423860882845716,0.16443597777590876,305567
declared,low,Fri,23,300,0.3280136254271504,0.33819711562357424,649839
declared,low,Fri,23,400,0.5239076259390251,0.5348052241555172,1037931
declared,low,Sat,0,100,0.03816821413361277,0.047060883865391825,75616
declared,low,Sat,0,200,0.1494290335941235,0.15989084875979312,296039
declared,low,Sat,0,300,0.31738976630566496,0.32719808398580974,628791
declared,low,Sat,0,400,0.5091151205939418,0.5196829537357247,1008625
declared,low,Sat,1,100,0.03777906192186275,0.04639542720606225,74845
declared,low,Sat,1,200,0.1486388751247396,0.1590608127936585,294473
declared,low,Sat,1,300,0.3167482812503121,0.32646923526881116,627520
declared,low,Sat,1,400,0.5084603348198243,0.5190340854670328,1007327
declared,low,Sat,2,100,0.037501934819277785,0.04602799614942648,74296
declared,low,Sat,2,200,0.14780225205792213,0.1581498688953996,292816
declared,low,Sat,2,300,0.3150657533193484,0.32464839453115507,624187
declared,low,Sat,2,400,0.5056303477559414,0.5161728545525406,1001721
declared,low,Sat,3,100,0.037501934819277785,0.04602799614942648,74296
declared,low,Sat,3,200,0.14780225205792213,0.1581498688953996,292816
declared,low,Sat,3,300,0.3150657533193484,0.32464839453115507,624187
declared,low,Sat,3,400,0.5056303477559414,0.5161728545525406,1001721
declared,low,Sat,4,100,0.03783230191999119,0.046624498103734764,74951
declared,low,Sat,4,200,0.14845202188068676,0.1589113210461895,294103
declared,low,Sat,4,300,0.3155243356985198,0.3251747470992191,625096
declared,low,Sat,4,400,0.506122039184445,0.5166892649269991,1002695
declared,low,Sat,5,100,0.037884487695743284,0.04668216956722367,75054
declared,low,Sat,5,200,0.14864456455330397,0.1590911345260083,294485
declared,low,Sat,5,300,0.31576002658735514,0.3254760142498863,625563
declared,low,Sat,5,400,0.5062603730722804,0.5167802832092739,1002969
declared,low,Sat,6,100,0.03793048478760431,0.046714885605684014,75145
declared,low,Sat,6,200,0.14900148251280515,0.159395169576035,295192
declared,low,Sat,6,300,0.3166063272759854,0.3262005010623114,627239
declared,low,Sat,6,400,0.507536344978608,0.5178286274814109,1005497
declared,low,Sat,7,100,0.03946661741212765,0.04835391238480999,78189
declared,low,Sat,7,200,0.15469199524772553,0.16595848760492637,306465
declared,low,Sat,7,300,0.3288255299885046,0.3388278992236468,651447
declared,low,Sat,7,400,0.5237337557612889,0.5336500674784744,1037586
declared,low,Sat,8,100,0.04230362940646304,0.051874127561791106,83809
declared,low,Sat,8,200,0.1659378077118508,0.17717995980489085,328745
declared,low,Sat,8,300,0.35027268330005057,0.3605626586277988,693937
declared,low,Sat,8,400,0.5528230662125306,0.5622547449445837,1095216
declared,low,Sat,9,100,0.046546669483118606,0.05764306378470071,92215
declared,low,Sat,9,200,0.18110907319854821,0.19344601420173776,358801
declared,low,Sat,9,300,0.37883724467166996,0.38844052082713515,750527
declared,low,Sat,9,400,0.5875181330954363,0.5957470622779312,1163951
declared,low,Sat,10,100,0.12336519454971272,0.15004042503407983,244403
declared,low,Sat,10,200,0.39847873385037724,0.42262014082775506,789439
declared,low,Sat,10,300,0.6831768066847003,0.6970734644061846,1353464
declared,low,Sat,10,400,0.8706669970496806,0.8762346479264866,1724907
declared,low,Sat,11,100,0.12333952950468553,0.15003733870525665,244352
declared,low,Sat,11,200,0.3983572968466687,0.4224763877924549,789199
declared,low,Sat,11,300,0.6828977420688934,0.696812343982757,1352911
declared,low,Sat,11,400,0.8706368413841603,0.8762137624124876,1724847
declared,low,Sat,12,100,0.12138345665410563,0.14759509139101507,240477
declared,low,Sat,12,200,0.3936621906448735,0.416937514128089,779897
declared,low,Sat,12,300,0.677693060466262,0.6929626990328949,1342600
declared,low,Sat,12,400,0.8664624544703954,0.87201513100672,1716577
declared,low,Sat,13,100,0.12112871512328484,0.14707562631660198,239972
declared,low,Sat,13,200,0.3927893978430878,0.4162942152008564,778168
declared,low,Sat,13,300,0.6776835517686063,0.6920188397340616,1342581
declared,low,Sat,13,400,0.8664128891337527,0.8718772539997593,1716479
declared,low,Sat,14,100,0.12233245752039501,0.1486929927723372,242357
declared,low,Sat,14,200,0.3947696299063098,0.41823810408733375,782091
declared,low,Sat,14,300,0.6795138618707184,0.6932029256658294,1346207
declared,low,Sat,14,400,0.8672149768149169,0.8726246789215939,1718068
declared,low,Sat,15,100,0.12266751904453754,0.14913358735224932,243021
declared,low,Sat,15,200,0.3961254524057923,0.4196363529866255,784777
declared,low,Sat,15,300,0.6812655503770391,0.6950782030951017,1349677
declared,low,Sat,15,400,0.8684634763544911,0.8738499915956142,1720541
declared,low,Sat,16,100,0.1226415335811621,0.14911187367783751,242969
declared,low,Sat,16,200,0.3961508802795253,0.41960401198535313,784827
declared,low,Sat,16,300,0.681502305168,0.6950825338555313,1350146
declared,low,Sat,16,400,0.8684634763544911,0.8738499915956142,1720541
declared,low,Sat,17,100,0.046494604597319675,0.058105968564996384,92112
declared,low,Sat,17,200,0.18007507033897446,0.191795337431088,356753
declared,low,Sat,17,300,0.3767592527888251,0.3855343329004176,746410
declared,low,Sat,17,400,0.5843355787605099,0.592232116268932,1157646
declared,low,Sat,18,100,0.04263686053839016,0.05263860816603818,84469
declared,low,Sat,18,200,0.16633680766379264,0.17749819814679862,329535
declared,low,Sat,18,300,0.35203546783934153,0.36116976674661105,697429
declared,low,Sat,18,400,0.5568777880890303,0.5653872475240289,1103249
declared,low,Sat,19,100,0.039601422114170774,0.04874037455529042,78456
declared,low,Sat,19,200,0.1541614449792172,0.16434788730887923,305414
declared,low,Sat,19,300,0.3288056781743511,0.3382772898058076,651408
declared,low,Sat,19,400,0.5274462354217286,0.5378105410373155,1044941
declared,low,Sat,20,100,0.04025539950339274,0.049643920002873015,79751
declared,low,Sat,20,200,0.15674266816083307,0.16727948373333806,310528
declared,low,Sat,20,300,0.3328546149634183,0.34289703957098416,659429
declared,low,Sat,20,400,0.5297906509366668,0.5397982188641284,1049586
declared,low,Sat,21,100,0.039007284872641414,0.047698790200680484,77279
declared,low,Sat,21,200,0.1521110819295468,0.1620731999533286,301352
declared,low,Sat,21,300,0.322919162981477,0.33269595303656674,639746
declared,low,Sat,21,400,0.5169940332995179,0.5262032913787829,1024234
declared,low,Sat,22,100,0.03875564270116879,0.047745426768611834,76780
declared,low,Sat,22,200,0.15126988991518292,0.16165374354747583,299686
declared,low,Sat,22,300,0.32108616317039834,0.33036179258839293,636114
declared,low,Sat,22,400,0.5140969501112667,0.523849851557645,1018494
declared,low,Sat,23,100,0.038412374490889904,0.04735574088758311,76100
declared,low,Sat,23,200,0.15037897362306046,0.16072305247298194,297921
declared,low,Sat,23,300,0.3198634613393549,0.3293110093280647,633692
declared,low,Sat,23,400,0.512858474387946,0.5229043410450404,1016041
declared,low,Sun,0,100,0.03801800563462879,0.04684944906091748,75319
declared,low,Sun,0,200,0.1490213269615026,0.15947381824743614,295231
declared,low,Sun,0,300,0.3172997643227874,0.32714548381407527,628613
declared,low,Sun,0,400,0.5091151205939418,0.5196829537357247,1008625
declared,low,Sun,1,100,0.037628853422878764,0.046183992401587895,74548
declared,low,Sun,1,200,0.14823116849211873,0.15864378228130155,293666
declared,low,Sun,1,300,0.3166582792674346,0.32641663509707664,627342
declared,low,Sun,1,400,0.5084603348198243,0.5190340854670328,1007327
declared,low,Sun,2,100,0.03735172632029379,0.045816561344952135,73999
declared,low,Sun,2,200,0.1473945454253013,0.15773283838304264,292008
declared,low,Sun,2,300,0.3149757513364709,0.32459579435942054,624009
declared,low,Sun,2,400,0.5056303477559414,0.5161728545525406,1001721
declared,low,Sun,3,100,0.03735172632029379,0.045816561344952135,73999
declared,low,Sun,3,200,0.1473945454253013,0.15773283838304264,292008
declared,low,Sun,3,300,0.3149757513364709,0.32459579435942054,624009
declared,low,Sun,3,400,0.5056303477559414,0.5161728545525406,1001721
declared,low,Sun,4,100,0.0376820934210072,0.046413063299260426,74653
declared,low,Sun,4,200,0.14804431524806588,0.15849429053383252,293295
declared,low,Sun,4,300,0.3154343337156422,0.3251221469274846,624917
declared,low,Sun,4,400,0.506122039184445,0.5166892649269991,1002695
declared,low,Sun,5,100,0.0377342791967593,0.04647073476274933,74757
declared,low,Sun,5,200,0.14823685792068308,0.1586741040136513,293677
declared,low,Sun,5,300,0.3156700246044776,0.3254234140781518,625384
declared,low,Sun,5,400,0.5062603730722804,0.5167802832092739,1002969
declared,low,Sun,6,100,0.0377512767980086,0.04649197709825344,74790
declared,low,Sun,6,200,0.14832790187076555,0.15874728382140338,293857
declared,low,Sun,6,300,0.3157612231116406,0.32546426472335194,625565
declared,low,Sun,6,400,0.506261797167627,0.5167802832092739,1002972
declared,low,Sun,7,100,0.03823918733506567,0.04709828045592422,75757
declared,low,Sun,7,200,0.1500172011283229,0.1605449620989159,297204
declared,low,Sun,7,300,0.3205813481009961,0.3301911225958131,635114
declared,low,Sun,7,400,0.5150159365653895,0.5251580785035217,1020315
declared,low,Sun,8,100,0.03832147693720923,0.047409555308510806,75920
declared,low,Sun,8,200,0.1513581301315456,0.16161904682429137,299861
declared,low,Sun,8,300,0.3256809960709832,0.33488589706099303,645217
declared,low,Sun,8,400,0.5255954313965905,0.5352222713154317,1041274
declared,low,Sun,9,100,0.0406600288341903,0.050575994953786424,80553
declared,low,Sun,9,200,0.16054717995986223,0.1713807293099899,318065
declared,low,Sun,9,300,0.3443751003112358,0.3527719907992367,682253
declared,low,Sun,9,400,0.5494322172484957,0.5576834099634504,1088498
declared,low,Sun,10,100,0.10505653438413394,0.127399257821074,208131
declared,low,Sun,10,200,0.34682625294352215,0.36595347227251174,687109
declared,low,Sun,10,300,0.6226759556264753,0.6359164729731074,1233604
declared,low,Sun,10,400,0.8251513502950747,0.8331670208571228,1634734
declared,low,Sun,11,100,0.10506241743702448,0.1273989386794344,208143
declared,low,Sun,11,200,0.3467107560190263,0.36580971923721156,686880
declared,low,Sun,11,300,0.6223980093878798,0.6356553525496796,1233053
declared,low,Sun,11,400,0.8251211946295545,0.833146135343124,1634675
declared,low,Sun,12,100,0.10400073225594125,0.12638659307028863,206039
declared,low,Sun,12,200,0.3446809033640116,0.3637955818161875,682859
declared,low,Sun,12,300,0.620211545502396,0.6330176065367086,1228721
declared,low,Sun,12,400,0.8224558747475211,0.8293980009041101,1629394
declared,low,Sun,13,100,0.10363220543598758,0.12591104562343855,205309
declared,low,Sun,13,200,0.34295288325893525,0.3621676952399036,679435
declared,low,Sun,13,300,0.6178949173931154,0.6310484036148106,1224132
declared,low,Sun,13,400,0.8211945588441422,0.8281765076846836,1626895
declared,low,Sun,14,100,0.10374766139065253,0.1259621111313698,205538
declared,low,Sun,14,200,0.3433510897080011,0.3623546896149535,680224
declared,low,Sun,14,300,0.6186354947686543,0.631419930307371,1225599
declared,low,Sun,14,400,0.8213661301126381,0.8284566313931231,1627235
declared,low,Sun,15,100,0.10374766139065253,0.1259621111313698,205538
declared,low,Sun,15,200,0.3433510897080011,0.3623546896149535,680224
declared,low,Sun,15,300,0.6186354947686543,0.631419930307371,1225599
declared,low,Sun,15,400,0.8213661301126381,0.8284566313931231,1627235
declared,low,Sun,16,100,0.10372092955822512,0.12593792273671253,205485
declared,low,Sun,16,200,0.3432648544729533,0.3622975170457636,680053
declared,low,Sun,16,300,0.6186354947686543,0.631419930307371,1225599
declared,low,Sun,16,400,0.8213661301126381,0.8284566313931231,1627235
declared,low,Sun,17,100,0.04004723027268286,0.049405467152919394,79339
declared,low,Sun,17,200,0.15760444076271035,0.16795972701361256,312235
declared,low,Sun,17,300,0.3386722598291022,0.3462691069998608,670955
declared,low,Sun,17,400,0.5399220764432511,0.5478293040253918,1069657
declared,low,Sun,18,100,0.03907683630142235,0.04816722340185347,77416
declared,low,Sun,18,200,0.15302629805876225,0.16323432254782863,303165
declared,low,Sun,18,300,0.32961618776798923,0.33774236858376594,653013
declared,low,Sun,18,400,0.5298020548075835,0.5382829883925878,1049608
declared,low,Sun,19,100,0.03821454439758803,0.04687558500993786,75708
declared,low,Sun,19,200,0.1491496994218461,0.1591954499155156,295485
declared,low,Sun,19,300,0.3207478423760435,0.3295477718529081,635444
declared,low,Sun,19,400,0.5175583850407709,0.5281088935180277,1025352
declared,low,Sun,20,100,0.038721300431596606,0.04758246537813845,76712
declared,low,Sun,20,200,0.15140129117892204,0.16141815607992913,299946
declared,low,Sun,20,300,0.32478989366372824,0.33388685952621916,643452
declared,low,Sun,20,400,0.5206781413658579,0.5306370718404394,1031532
declared,low,Sun,21,100,0.038020534887188304,0.04654192097880458,75324
declared,low,Sun,21,200,0.14890867601789817,0.15872287559048995,295008
declared,low,Sun,21,300,0.31979038481297606,0.32893203856542697,633547
declared,low,Sun,21,400,0.5145452803808124,0.523700554283547,1019382
declared,low,Sun,22,100,0.038023560097937815,0.04676353484703414,75330
declared,low,Sun,22,200,0.14899544945723672,0.1590431861564628,295180
declared,low,Sun,22,300,0.319360547345708,0.32854201404858663,632696
declared,low,Sun,22,400,0.5138367749186717,0.5236899304140737,1017979
declared,low,Sun,23,100,0.03795430176244191,0.04670002693699467,75193
declared,low,Sun,23,200,0.1487793984068989,0.15878121298710635,294752
declared,low,Sun,23,300,0.31876050738607503,0.32807518042149664,631507
declared,low,Sun,23,400,0.5127001330115569,0.5227917560043496,1015727
strict,low,Mon,0,100,0.027942833918870126,0.03389891141753061,55358
strict,low,Mon,0,200,0.11154190890017374,0.11964760038303496,220979
strict,low,Mon,0,300,0.24734581789331167,0.2544287150783322,490025
strict,low,Mon,0,400,0.4127227070035676,0.4226941310821693,817658
strict,low,Mon,1,100,0.027620542044416427,0.03330240946322231,54720
strict,low,Mon,1,200,0.11082556485514834,0.1188275094146366,219560
strict,low,Mon,1,300,0.24635319954704177,0.25340567151337856,488058
strict,low,Mon,1,400,0.4110108422739055,0.42079901167413675,814267
strict,low,Mon,2,100,0.02734341494183146,0.032934978406586546,54171
strict,low,Mon,2,200,0.10998894178833091,0.11791656551637768,217903
strict,low,Mon,2,300,0.244670671616078,0.25158483077572247,484725
strict,low,Mon,2,400,0.40818085521002245,0.4179377807596445,808660
strict,low,Mon,3,100,0.02734341494183146,0.032934978406586546,54171
strict,low,Mon,3,200,0.10998894178833091,0.11791656551637768,217903
strict,low,Mon,3,300,0.244670671616078,0.25158483077572247,484725
strict,low,Mon,3,400,0.40818085521002245,0.4179377807596445,808660
strict,low,Mon,4,100,0.027665706816285156,0.033531480360894844,54809
strict,low,Mon,4,200,0.11070528583335629,0.11873665648477606,219322
strict,low,Mon,4,300,0.24566328996234793,0.25260787434067616,486692
strict,low,Mon,4,400,0.4098927199396847,0.41983290016767705,812052
strict,low,Mon,5,100,0.027665706816285156,0.033531480360894844,54809
strict,low,Mon,5,200,0.11070528583335629,0.11873665648477606,219322
strict,low,Mon,5,300,0.24566328996234793,0.25260787434067616,486692
strict,low,Mon,5,400,0.4098927199396847,0.41983290016767705,812052
strict,low,Mon,6,100,0.02791087628977985,0.03370042285589939,55295
strict,low,Mon,6,200,0.11172812330148302,0.11962519636642117,221348
strict,low,Mon,6,300,0.24777757830332575,0.2550358603156319,490880
strict,low,Mon,6,400,0.41299774993376726,0.4234445200060026,818203
strict,low,Mon,7,100,0.030461889063943638,0.03652663200436691,60349
strict,low,Mon,7,200,0.12228807426796769,0.13093342866869806,242269
strict,low,Mon,7,300,0.26997826930441954,0.2781068509756556,534863
strict,low,Mon,7,400,0.44065813304204304,0.4511167546941741,873002
strict,low,Mon,8,100,0.03977193318891598,0.04850023568271061,78793
strict,low,Mon,8,200,0.15797477495547171,0.16898824436019855,312969
strict,low,Mon,8,300,0.3385080870030469,0.3495246420305145,670629
strict,low,Mon,8,400,0.5342805629725026,0.5482715791341088,1058481
strict,low,Mon,9,100,0.04733307521383559,0.05786320296257677,93773
strict,low,Mon,9,200,0.18701505142946345,0.19846034212612104,370502
strict,low,Mon,9,300,0.39176322267317465,0.40237584948051236,776135
strict,low,Mon,9,400,0.6000185614506076,0.6145610196131384,1188716
strict,low,Mon,10,100,0.3173231570923424,0.379865539792147,628659
strict,low,Mon,10,200,0.7656738312607521,0.7945922227417831,1516901
strict,low,Mon,10,300,0.9480341431659596,0.9525836705354549,1878181
strict,low,Mon,10,400,0.9879908716359209,0.9882275087830344,1957341
strict,low,Mon,11,100,0.3173231570923424,0.379865539792147,628659
strict,low,Mon,11,200,0.7656738312607521,0.7945922227417831,1516901
strict,low,Mon,11,300,0.9480341431659596,0.9525836705354549,1878181
strict,low,Mon,11,400,0.9879908716359209,0.9882275087830344,1957341
strict,low,Mon,12,100,0.3159232625806956,0.3781763550071178,625886
strict,low,Mon,12,200,0.7647585036111604,0.7940533826632625,1515088
strict,low,Mon,12,300,0.9475159826961271,0.9524340288843125,1877155
strict,low,Mon,12,400,0.9879001466775345,0.9882095730690985,1957161
strict,low,Mon,13,100,0.3158465633286271,0.37807344293779366,625734
strict,low,Mon,13,200,0.7641641112539189,0.7933540615574434,1513911
strict,low,Mon,13,300,0.9471489148346306,0.9521072695536397,1876428
strict,low,Mon,13,400,0.9878989444619831,0.9881513154511968,1957159
strict,low,Mon,14,100,0.3171746139224908,0.3795885540331295,628365
strict,low,Mon,14,200,0.7654141763572522,0.7944197229060747,1516387
strict,low,Mon,14,300,0.9480292575821074,0.9525698202394584,1878172
strict,low,Mon,14,400,0.9879908716359209,0.9882275087830344,1957341
strict,low,Mon,15,100,0.3170709165061717,0.3795145688967729,628160
strict,low,Mon,15,200,0.7650781031627745,0.7942347573395296,1515721
strict,low,Mon,15,300,0.9478629283307363,0.9525451585273395,1877842
strict,low,Mon,15,400,0.9879041435340707,0.98810420022244,1957169
strict,low,Mon,16,100,0.3163140675603733,0.3786115218160503,626660
strict,low,Mon,16,200,0.7640710427406849,0.7931971952439953,1513726
strict,low,Mon,16,300,0.9476715668591299,0.9524182644761308,1877463
strict,low,Mon,16,400,0.987833418517936,0.9880884196626022,1957029
strict,low,Mon,17,100,0.04206630097492272,0.051795471901632764,83339
strict,low,Mon,17,200,0.16662436547040427,0.1777155600075275,330105
strict,low,Mon,17,300,0.35582170478274705,0.3663580667935254,704930
strict,low,Mon,17,400,0.554941115951387,0.5663741680301668,1099412
strict,low,Mon,18,100,0.03552816152207184,0.043080375956333045,70386
strict,low,Mon,18,200,0.14097323888694935,0.15018370456271152,279287
strict,low,Mon,18,300,0.30477206994454403,0.3135545306428106,603794
strict,low,Mon,18,400,0.4895398462556447,0.5002969710410767,969843
strict,low,Mon,19,100,0.0319213397974851,0.03833485235771772,63240
strict,low,Mon,19,200,0.12647690068642858,0.13424132849748105,250568
strict,low,Mon,19,300,0.27670084132838507,0.28423801256299125,548181
strict,low,Mon,19,400,0.45307888885147846,0.46355195463764887,897609
strict,low,Mon,20,100,0.030418685975988572,0.03674264407574942,60263
strict,low,Mon,20,200,0.12174729766800794,0.13011108172870453,241198
strict,low,Mon,20,300,0.2690144167394158,0.2764529237555072,532953
strict,low,Mon,20,400,0.4413880740924614,0.4509689568187449,874448
strict,low,Mon,21,100,0.029427263565244336,0.03537257021005947,58299
strict,low,Mon,21,200,0.11795542866374392,0.12619952794168174,233685
strict,low,Mon,21,300,0.26056559915396277,0.2683348283184673,516215
strict,low,Mon,21,400,0.4312673671869068,0.4408396037365775,854398
strict,low,Mon,22,100,0.028440536909711024,0.03438647333848702,56344
strict,low,Mon,22,200,0.11403280817359406,0.122221822940413,225914
strict,low,Mon,22,300,0.25193926884275886,0.2586381041553494,499125
strict,low,Mon,22,400,0.4178412605262768,0.42702685461771,827799
strict,low,Mon,23,100,0.028090983678584553,0.03407463451797963,55652
strict,low,Mon,23,200,0.11250110843124952,0.12080376404849856,222880
strict,low,Mon,23,300,0.2489475833402086,0.2559243295995606,493198
strict,low,Mon,23,400,0.41361991063918657,0.42307120845408996,819436
strict,low,Tue,0,100,0.027899009097059512,0.03383744895927723,55272
strict,low,Tue,0,200,0.111780532942764,0.12021173141529674,221452
strict,low,Tue,0,300,0.24729133953435883,0.2546648673704359,489917
strict,low,Tue,0,400,0.4107711319153966,0.4207242079369649,813792
strict,low,Tue,1,100,0.027576717222605813,0.033240947004968935,54633
strict,low,Tue,1,200,0.11106418889773861,0.11939164044689837,220033
strict,low,Tue,1,300,0.24663702925737344,0.2539661454204029,488621
strict,low,Tue,1,400,0.41007574708763267,0.4198393268219882,812414
strict,low,Tue,2,100,0.027576717222605813,0.033240947004968935,54633
strict,low,Tue,2,200,0.11106418889773861,0.11939164044689837,220033
strict,low,Tue,2,300,0.24663702925737344,0.2539661454204029,488621
